"raw.data$TreeID","Year","Alive","newRecruits","Ht","CanDiam1","CanDiam2","DBH","Ht.t.min.1","CanDiam1.tmin.1","CanDiam2.tmin.1","DBH.tmin.1"
"PJControl . Main . 724 . 35",2013,1,NA,1.2,1.4,1,NA,1.4,NA,NA,NA
"PJControl . Main . 724 . 35",2014,1,NA,1.33,1.1,0.9,NA,1.2,1.4,1,NA
"PJControl . Main . 724 . 35",2015,1,NA,1.3,1.24,1.13,NA,1.33,1.1,0.9,NA
"PJControl . Main . 724 . 35",2016,0,NA,NA,NA,NA,NA,1.3,1.24,1.13,NA
"PJControl . Main . 724 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 724 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 724 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 724 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 724 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2012,1,NA,2.8,NA,NA,5.4,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2013,1,NA,2.7,1.5,1.6,6,2.8,NA,NA,5.4
"PJControl . Main . 725 . 35",2014,1,NA,3.2,1.4,1,5.4,2.7,1.5,1.6,6
"PJControl . Main . 725 . 35",2015,0,NA,NA,NA,NA,NA,3.2,1.4,1,5.4
"PJControl . Main . 725 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 725 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2012,1,NA,2.8,NA,NA,5.3,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2013,1,NA,2.6,1.8,1.1,5.2,2.8,NA,NA,5.3
"PJControl . Main . 726 . 35",2014,0,NA,NA,NA,NA,NA,2.6,1.8,1.1,5.2
"PJControl . Main . 726 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 726 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2012,1,NA,3.8,NA,NA,8.1,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2013,1,NA,3.8,2.5,1.3,8.1,3.8,NA,NA,8.1
"PJControl . Main . 727 . 35",2014,1,NA,4.2,2.5,1.4,8.2,3.8,2.5,1.3,8.1
"PJControl . Main . 727 . 35",2015,0,NA,NA,NA,NA,NA,4.2,2.5,1.4,8.2
"PJControl . Main . 727 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 727 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 728 . 35",2012,1,NA,4.9,NA,NA,10.3,NA,NA,NA,NA
"PJControl . Main . 728 . 35",2013,1,NA,4.95,2,1.8,10.2,4.9,NA,NA,10.3
"PJControl . Main . 728 . 35",2014,1,NA,4.95,2.2,2.2,10.2,4.95,2,1.8,10.2
"PJControl . Main . 728 . 35",2015,1,NA,4.8,2.35,2.18,10.2,4.95,2.2,2.2,10.2
"PJControl . Main . 728 . 35",2016,1,NA,5,2.31,2.23,10.2,4.8,2.35,2.18,10.2
"PJControl . Main . 728 . 35",2017,1,NA,5.13,2.2,2.1,10.3,5,2.31,2.23,10.2
"PJControl . Main . 728 . 35",2018,1,NA,5.1,2.25,2.14,NA,5.13,2.2,2.1,10.3
"PJControl . Main . 728 . 35",2019,1,NA,5.2,1.95,1.85,NA,5.1,2.25,2.14,NA
"PJControl . Main . 728 . 35",2021,1,NA,5.2,2.38,1.78,NA,NA,NA,NA,NA
"PJControl . Main . 728 . 35",2022,1,NA,5.02,2.1,1.99,NA,5.2,2.38,1.78,NA
"PJControl . Main . 729 . 35",2012,1,NA,3.58,NA,NA,7.5,NA,NA,NA,NA
"PJControl . Main . 729 . 35",2013,1,NA,3.6,1.6,1.6,7.5,3.58,NA,NA,7.5
"PJControl . Main . 729 . 35",2014,1,NA,3.6,2,1.57,7.6,3.6,1.6,1.6,7.5
"PJControl . Main . 729 . 35",2015,1,NA,3.5,2.28,1.52,7.5,3.6,2,1.57,7.6
"PJControl . Main . 729 . 35",2016,1,NA,3.85,1.68,2.17,7.6,3.5,2.28,1.52,7.5
"PJControl . Main . 729 . 35",2017,1,NA,3.7,1.65,1.35,7.8,3.85,1.68,2.17,7.6
"PJControl . Main . 729 . 35",2018,1,NA,3.7,2.27,1.56,NA,3.7,1.65,1.35,7.8
"PJControl . Main . 729 . 35",2019,1,NA,3.7,2.04,1.57,NA,3.7,2.27,1.56,NA
"PJControl . Main . 729 . 35",2021,1,NA,3.48,1.78,1.57,NA,NA,NA,NA,NA
"PJControl . Main . 729 . 35",2022,1,NA,3.5,2.02,1.65,NA,3.48,1.78,1.57,NA
"PJControl . Main . 731 . 35",2012,1,NA,2.4,NA,NA,4.8,NA,NA,NA,NA
"PJControl . Main . 731 . 35",2013,1,NA,2.5,1.6,1.5,4.3,2.4,NA,NA,4.8
"PJControl . Main . 731 . 35",2014,1,NA,2.32,1.45,1.55,4.4,2.5,1.6,1.5,4.3
"PJControl . Main . 731 . 35",2015,0,NA,NA,NA,NA,NA,2.32,1.45,1.55,4.4
"PJControl . Main . 731 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 731 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 731 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 731 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 731 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 731 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 732 . 35",2012,1,NA,3,NA,NA,4.2,NA,NA,NA,NA
"PJControl . Main . 732 . 35",2013,1,NA,3.1,1.2,1.1,4.4,3,NA,NA,4.2
"PJControl . Main . 732 . 35",2014,1,NA,3.1,1.45,1.1,4.5,3.1,1.2,1.1,4.4
"PJControl . Main . 732 . 35",2015,1,NA,3.1,1.36,0.92,4.1,3.1,1.45,1.1,4.5
"PJControl . Main . 732 . 35",2016,0,NA,NA,NA,NA,NA,3.1,1.36,0.92,4.1
"PJControl . Main . 732 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 732 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 732 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 732 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 732 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 734 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2012,1,NA,4.6,NA,NA,16.6,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2013,1,NA,4.4,3,2.8,17.8,4.6,NA,NA,16.6
"PJControl . Main . 736 . 35",2014,1,NA,4.7,2.9,3,17.7,4.4,3,2.8,17.8
"PJControl . Main . 736 . 35",2015,0,NA,NA,NA,NA,NA,4.7,2.9,3,17.7
"PJControl . Main . 736 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 736 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2012,1,NA,1.82,NA,NA,2.4,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2013,1,NA,1.8,1.4,0.9,2.1,1.82,NA,NA,2.4
"PJControl . Main . 737 . 35",2014,1,NA,1.8,1.35,0.83,3,1.8,1.4,0.9,2.1
"PJControl . Main . 737 . 35",2015,0,NA,NA,NA,NA,NA,1.8,1.35,0.83,3
"PJControl . Main . 737 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 737 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 739 . 35",2012,1,NA,1.3,0.6,0.4,NA,NA,NA,NA,NA
"PJControl . Main . 739 . 35",2013,1,NA,1.3,0.6,0.5,3.6,1.3,0.6,0.4,NA
"PJControl . Main . 739 . 35",2014,0,NA,NA,NA,NA,NA,1.3,0.6,0.5,3.6
"PJControl . Main . 739 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2012,1,NA,1.68,NA,NA,2.3,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2013,1,NA,1.7,1.1,0.8,3.9,1.68,NA,NA,2.3
"PJControl . Main . 740 . 35",2014,0,NA,NA,NA,NA,NA,1.7,1.1,0.8,3.9
"PJControl . Main . 740 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 740 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 741 . 35",2012,1,NA,3.26,NA,NA,15.6,NA,NA,NA,NA
"PJControl . Main . 741 . 35",2013,1,NA,3.1,2.4,2.1,13,3.26,NA,NA,15.6
"PJControl . Main . 741 . 35",2014,1,NA,3.3,4.7,2.55,12.8,3.1,2.4,2.1,13
"PJControl . Main . 741 . 35",2015,1,NA,3.1,3.24,2.45,13,3.3,4.7,2.55,12.8
"PJControl . Main . 741 . 35",2016,0,NA,NA,NA,NA,NA,3.1,3.24,2.45,13
"PJControl . Main . 741 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 741 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 741 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 741 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 741 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 742 . 35",2012,1,NA,3.3,NA,NA,6.5,NA,NA,NA,NA
"PJControl . Main . 742 . 35",2013,1,NA,3.2,2,2.3,8.9,3.3,NA,NA,6.5
"PJControl . Main . 742 . 35",2014,1,NA,3.35,2.64,2.19,9.4,3.2,2,2.3,8.9
"PJControl . Main . 742 . 35",2015,1,NA,3.6,2.44,2.07,9.1,3.35,2.64,2.19,9.4
"PJControl . Main . 742 . 35",2016,0,NA,NA,NA,NA,NA,3.6,2.44,2.07,9.1
"PJControl . Main . 742 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 742 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 742 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 742 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 742 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2012,1,NA,3.9,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2013,1,NA,4.35,2.2,2.6,9.7,3.9,NA,NA,NA
"PJControl . Main . 743 . 35",2014,1,NA,4.5,2.45,3.17,9.8,4.35,2.2,2.6,9.7
"PJControl . Main . 743 . 35",2015,0,NA,NA,NA,NA,NA,4.5,2.45,3.17,9.8
"PJControl . Main . 743 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 743 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 744 . 35",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 744 . 35",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 744 . 35",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 744 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 744 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 745 . 35",2012,1,NA,0.7,1.1,0.6,NA,NA,NA,NA,NA
"PJControl . Main . 745 . 35",2013,1,NA,0.6,1.1,0.8,NA,0.7,1.1,0.6,NA
"PJControl . Main . 745 . 35",2014,1,NA,0.7,0.7,1,NA,0.6,1.1,0.8,NA
"PJControl . Main . 745 . 35",2015,1,NA,0.63,1.13,0.85,NA,0.7,0.7,1,NA
"PJControl . Main . 745 . 35",2016,1,NA,0.58,0.99,0.9,NA,0.63,1.13,0.85,NA
"PJControl . Main . 745 . 35",2017,1,NA,0.55,0.9,0.68,NA,0.58,0.99,0.9,NA
"PJControl . Main . 745 . 35",2018,1,NA,0.59,0.79,0.67,NA,0.55,0.9,0.68,NA
"PJControl . Main . 745 . 35",2019,1,NA,0.65,0.88,0.74,NA,0.59,0.79,0.67,NA
"PJControl . Main . 745 . 35",2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 745 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 746 . 35",2012,1,NA,1.52,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 746 . 35",2013,1,NA,1.5,1.2,1.25,5,1.52,NA,NA,NA
"PJControl . Main . 746 . 35",2014,1,NA,1.6,1.48,1.17,4.7,1.5,1.2,1.25,5
"PJControl . Main . 746 . 35",2015,1,NA,1.65,1.27,1.25,NA,1.6,1.48,1.17,4.7
"PJControl . Main . 746 . 35",2016,1,NA,1.6,1.2,1.15,NA,1.65,1.27,1.25,NA
"PJControl . Main . 746 . 35",2017,1,NA,1.7,1.15,1.04,NA,1.6,1.2,1.15,NA
"PJControl . Main . 746 . 35",2018,1,NA,1.7,1.32,1.18,NA,1.7,1.15,1.04,NA
"PJControl . Main . 746 . 35",2019,1,NA,1.8,1.21,1.03,NA,1.7,1.32,1.18,NA
"PJControl . Main . 746 . 35",2021,1,NA,1.76,1.21,0.92,NA,NA,NA,NA,NA
"PJControl . Main . 746 . 35",2022,1,NA,1.81,1.32,0.96,NA,1.76,1.21,0.92,NA
"PJControl . Main . 748 . 35",2012,1,NA,3.2,NA,NA,9,NA,NA,NA,NA
"PJControl . Main . 748 . 35",2013,1,NA,3.1,2.6,3.1,4.8,3.2,NA,NA,9
"PJControl . Main . 748 . 35",2014,1,NA,3.1,2.37,2.43,4.8,3.1,2.6,3.1,4.8
"PJControl . Main . 748 . 35",2015,1,NA,3.1,2.3,2.1,5,3.1,2.37,2.43,4.8
"PJControl . Main . 748 . 35",2016,1,NA,3.2,2.55,2.5,6.5,3.1,2.3,2.1,5
"PJControl . Main . 748 . 35",2017,1,NA,3.1,2.68,2.33,8.3,3.2,2.55,2.5,6.5
"PJControl . Main . 748 . 35",2018,1,NA,3.2,3.02,2.49,NA,3.1,2.68,2.33,8.3
"PJControl . Main . 748 . 35",2019,1,NA,3.1,2.42,2.16,NA,3.2,3.02,2.49,NA
"PJControl . Main . 748 . 35",2021,1,NA,3.19,2.51,1.85,NA,NA,NA,NA,NA
"PJControl . Main . 748 . 35",2022,1,NA,3.2,2.59,2.17,NA,3.19,2.51,1.85,NA
"PJControl . Main . 749 . 35",2012,1,NA,1.39,1.7,1.45,NA,NA,NA,NA,NA
"PJControl . Main . 749 . 35",2013,1,NA,1.4,0.7,0.7,NA,1.39,1.7,1.45,NA
"PJControl . Main . 749 . 35",2014,1,NA,1.4,1.55,1.6,NA,1.4,0.7,0.7,NA
"PJControl . Main . 749 . 35",2015,1,NA,1.4,1.7,1.5,NA,1.4,1.55,1.6,NA
"PJControl . Main . 749 . 35",2016,1,NA,1.45,1.5,1.7,NA,1.4,1.7,1.5,NA
"PJControl . Main . 749 . 35",2017,1,NA,1.5,1.83,1.72,NA,1.45,1.5,1.7,NA
"PJControl . Main . 749 . 35",2018,1,NA,1.5,1.77,1.53,NA,1.5,1.83,1.72,NA
"PJControl . Main . 749 . 35",2019,1,NA,1.45,1.73,1.6,NA,1.5,1.77,1.53,NA
"PJControl . Main . 749 . 35",2021,1,NA,1.61,1.56,1.41,NA,NA,NA,NA,NA
"PJControl . Main . 749 . 35",2022,1,NA,1.55,1.6,1.44,NA,1.61,1.56,1.41,NA
"PJControl . Main . 751 . 35",2012,1,NA,3.42,NA,NA,10.4,NA,NA,NA,NA
"PJControl . Main . 751 . 35",2013,1,NA,3.5,2.1,2.05,10,3.42,NA,NA,10.4
"PJControl . Main . 751 . 35",2014,1,NA,3.4,1.91,2.2,10.2,3.5,2.1,2.05,10
"PJControl . Main . 751 . 35",2015,1,NA,3.3,2.16,2.12,10,3.4,1.91,2.2,10.2
"PJControl . Main . 751 . 35",2016,1,NA,3.24,2.1,2.1,10,3.3,2.16,2.12,10
"PJControl . Main . 751 . 35",2017,1,NA,3.4,2.3,2.08,9.9,3.24,2.1,2.1,10
"PJControl . Main . 751 . 35",2018,1,NA,3.4,2.17,1.8,NA,3.4,2.3,2.08,9.9
"PJControl . Main . 751 . 35",2019,1,NA,3.2,2.03,1.93,NA,3.4,2.17,1.8,NA
"PJControl . Main . 751 . 35",2021,1,NA,3.2,1.66,1.27,NA,NA,NA,NA,NA
"PJControl . Main . 751 . 35",2022,1,NA,3.4,1.91,1.14,NA,3.2,1.66,1.27,NA
"PJControl . Main . 753 . 35",2012,1,NA,1.55,NA,NA,3.1,NA,NA,NA,NA
"PJControl . Main . 753 . 35",2013,1,NA,1.5,1.2,1,3.2,1.55,NA,NA,3.1
"PJControl . Main . 753 . 35",2014,1,NA,1.57,1.27,1.47,3.2,1.5,1.2,1,3.2
"PJControl . Main . 753 . 35",2015,1,NA,1.58,0.93,0.84,NA,1.57,1.27,1.47,3.2
"PJControl . Main . 753 . 35",2016,1,NA,1.5,1.7,1,3.4,1.58,0.93,0.84,NA
"PJControl . Main . 753 . 35",2017,1,NA,1.4,1.19,1.14,NA,1.5,1.7,1,3.4
"PJControl . Main . 753 . 35",2018,1,NA,1.42,1.01,0.94,NA,1.4,1.19,1.14,NA
"PJControl . Main . 753 . 35",2019,1,NA,1.35,0.79,0.71,NA,1.42,1.01,0.94,NA
"PJControl . Main . 753 . 35",2021,1,NA,1.28,1.14,0.74,NA,NA,NA,NA,NA
"PJControl . Main . 753 . 35",2022,1,NA,1.31,1.3,0.96,NA,1.28,1.14,0.74,NA
"PJControl . Main . 754 . 35",2012,1,NA,4,NA,NA,18.7,NA,NA,NA,NA
"PJControl . Main . 754 . 35",2013,1,NA,3.9,3.6,2.6,17.7,4,NA,NA,18.7
"PJControl . Main . 754 . 35",2014,1,NA,3.7,3.3,2.9,18.1,3.9,3.6,2.6,17.7
"PJControl . Main . 754 . 35",2015,1,NA,4.1,3.37,3.15,18,3.7,3.3,2.9,18.1
"PJControl . Main . 754 . 35",2016,1,NA,4.1,3.7,2.9,17.4,4.1,3.37,3.15,18
"PJControl . Main . 754 . 35",2017,1,NA,3.9,3.52,2.96,17.2,4.1,3.7,2.9,17.4
"PJControl . Main . 754 . 35",2018,1,NA,3.9,3.41,3.23,NA,3.9,3.52,2.96,17.2
"PJControl . Main . 754 . 35",2019,1,NA,4,2.97,2.91,NA,3.9,3.41,3.23,NA
"PJControl . Main . 754 . 35",2021,1,NA,3.65,3.08,2.11,NA,NA,NA,NA,NA
"PJControl . Main . 754 . 35",2022,1,NA,3.7,2.92,2.71,NA,3.65,3.08,2.11,NA
"PJControl . Main . 755 . 35",2012,1,NA,1.35,0.8,0.7,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2013,1,NA,1.3,0.9,0.6,NA,1.35,0.8,0.7,NA
"PJControl . Main . 755 . 35",2014,0,NA,NA,NA,NA,NA,1.3,0.9,0.6,NA
"PJControl . Main . 755 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 755 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2012,1,NA,2.9,NA,NA,8.5,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2013,1,NA,3,1.5,1.7,8.5,2.9,NA,NA,8.5
"PJControl . Main . 758 . 35",2014,0,NA,NA,NA,NA,NA,3,1.5,1.7,8.5
"PJControl . Main . 758 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 758 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 759 . 35",2012,1,NA,3.5,NA,NA,11.5,NA,NA,NA,NA
"PJControl . Main . 759 . 35",2013,1,NA,3.6,2.7,1.8,10.7,3.5,NA,NA,11.5
"PJControl . Main . 759 . 35",2014,1,NA,3.5,2.52,1.83,11.4,3.6,2.7,1.8,10.7
"PJControl . Main . 759 . 35",2015,1,NA,3.45,2.7,1.99,10.8,3.5,2.52,1.83,11.4
"PJControl . Main . 759 . 35",2016,1,NA,3.5,2.8,2.35,11.6,3.45,2.7,1.99,10.8
"PJControl . Main . 759 . 35",2017,1,NA,3.4,1.66,2.75,11,3.5,2.8,2.35,11.6
"PJControl . Main . 759 . 35",2018,1,NA,3.5,2.78,1.88,NA,3.4,1.66,2.75,11
"PJControl . Main . 759 . 35",2019,1,NA,3.5,2.76,1.5,NA,3.5,2.78,1.88,NA
"PJControl . Main . 759 . 35",2021,1,NA,3.43,2.08,1.04,NA,NA,NA,NA,NA
"PJControl . Main . 759 . 35",2022,1,NA,3.5,2.84,1.53,NA,3.43,2.08,1.04,NA
"PJControl . Main . 761 . 35",2012,1,NA,1.15,1.2,0.9,NA,NA,NA,NA,NA
"PJControl . Main . 761 . 35",2013,1,NA,1.1,1.5,1.1,NA,1.15,1.2,0.9,NA
"PJControl . Main . 761 . 35",2014,1,NA,1.19,1.3,1.3,NA,1.1,1.5,1.1,NA
"PJControl . Main . 761 . 35",2015,1,NA,1.2,1.25,1.19,NA,1.19,1.3,1.3,NA
"PJControl . Main . 761 . 35",2016,1,NA,1.25,1.3,1.2,NA,1.2,1.25,1.19,NA
"PJControl . Main . 761 . 35",2017,1,NA,1.2,1.31,1.16,NA,1.25,1.3,1.2,NA
"PJControl . Main . 761 . 35",2018,1,NA,1.2,1.33,1.13,NA,1.2,1.31,1.16,NA
"PJControl . Main . 761 . 35",2019,1,NA,1.15,1.25,1.13,NA,1.2,1.33,1.13,NA
"PJControl . Main . 761 . 35",2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 761 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Main . 763 . 35",2012,1,NA,4,NA,NA,10,NA,NA,NA,NA
"PJControl . Main . 763 . 35",2013,1,NA,3.8,2.5,1.9,9.5,4,NA,NA,10
